,company names,phones,urls,emails
256,"YESOS ALBI, S.A.",943433535,mailto:bvicedo@calcinor.com?subject=Contacto desde https://empresite.eleconomista.es,bvicedo@calcinor.com
257,"MILSA TRILLO GALICIA, S.A.",981226300,www.milsatrillo.com,milsatrillo@milsatrillo.com
258,"CODISA DE ELECTRICIDAD, S.L.",947511040,www.codisa.com,codisa@codisaelectricidad.es
259,"MOSAICOS LA INDUSTRIAL, S.A.",941258211,mailto:ofi.laindustrial@bigmat.es?subject=Contacto desde https://empresite.eleconomista.es,ofi.laindustrial@bigmat.es
260,"FELIPE CES, S.L.",981861511,www.felipeces.com,felipeces@gmail.com
261,"JOMERO, S.L.",986338029,www.jomero.com,almacen@jomero.com
262,"COMERCIAL FELECHES, S.A.L.",985747186,mailto:admon@comercialfeleches.es?subject=Contacto desde https://empresite.eleconomista.es,admon@comercialfeleches.es
263,"CENTRO COMERCIAL ARES, S.L.",881975319,mailto:comercialares@asemaco.com?subject=Contacto desde https://empresite.eleconomista.es,comercialares@asemaco.com
264,"TORNEIRO, S.A.",982211244,www.torneiro.es,info@torneiro.es
265,"CANTALAPIEDRA, S.A.",983217010,www.cantalapiedra-sa.es,valladolid@cantalapiedra-sa.es
266,"PROMOCIONES Y OBRAS GURRIA, S.L.",not found,mailto:ceramicasgurria@gmail.com?subject=Contacto desde https://empresite.eleconomista.es,ceramicasgurria@gmail.com
267,"VIUDA DE ANASTASIO NORIEGA, S.L.",942717181,www.viudaanastasio.com,not found
268,"IRUDEK 2000, S.L.",943692617,www.irudek.com,irudek@irudek.com
269,"PINTURAS DORALPIN, S.L.",967246179,mailto:info@pinturasadoral.com?subject=Contacto desde https://empresite.eleconomista.es,info@pinturasadoral.com
270,"ASIFER, S.A.",983390087,www.asifer.es,asifer@asifer.es
271,"ARANZUBIA PRADO, S.L.",941410015,mailto:aranzubia.info@gmail.com?subject=Contacto desde https://empresite.eleconomista.es,aranzubia.info@gmail.com
272,"LOS PEPOTES, S.A.",926631580,www.lospepotes.com,construccion@lospepotes.com
273,"GRUPO EMPRESARIAL MANUEL DE LA CRUZ, S.L.",924530017,www.ge-manueldelacruz.com,g.e.manueldelacruz@hotmail.com
274,"TRANSPORTES Y SUMINISTROS DUQUE Y VAQUERO, S.L.",927649777,www.bigmat.es,duque@bigmat.es
275,"SANEAMIENTOS DANIEL SEDANO, C.B.",949222869,http://www.saneamientossedano.es,not found
276,"LEPON PINTURAS, S.L.",987411708,mailto:lepon@lepon.es?subject=Contacto desde https://empresite.eleconomista.es,lepon@lepon.es
277,"BORGE MATERIALES Y EXCAVACIONES, S.L.",949810214,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
278,"MANUEL ROSALES E HIJOS, S.L.",986882616,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
279,"REPUESTOS PANIAGUA, S.A.",924262690,www.repuestospaniagua.es,info@repuestospaniagua.es
280,"BRICOPINARES BURGOS-SORIA, S.L.",947395623,www.bricopinares.es,not found
281,"FAL CALZADOS DE SEGURIDAD, S.A.",941380800,www.fal.es,fal@fal.es
282,"ADRISA SIETE, S.L.",not found,mailto:info@adrisa.es?subject=Contacto desde https://empresite.eleconomista.es,info@adrisa.es
283,FERLUX - GRUPO,not found,mailto:ferlux_fl@telefonica.net?subject=Contacto desde https://empresite.eleconomista.es,ferlux_fl@telefonica.net
284,"ALMACENES DE LA LOZA, S.A.",928700583,www.almacenesdelaloza.com,central@almacenesdelaloza.com
285,"FONTCALSUR, S.L.",916151515,www.fontcalsur.com,not found
286,"GIBELLER 1924, S.L.",965650162,www.gibeller.es,info@gibeller.net
287,"FREYSSINET, S.A.",913239550,www.freyssinet.com,correo@freyssinet-es.com
288,"HIJOS DE JOSE BUSQUIER, S.L.",965387856,www.bigmat.es,busquier@bigmat.es
289,"JUAN LUIS HUEDO, S.L.",914378032,mailto:hiperpinturas@hiperpinturas.es?subject=Contacto desde https://empresite.eleconomista.es,hiperpinturas@hiperpinturas.es
290,"NICANOR MATEU, S.L.",973143197,mailto:administracionicanor@bigmat.es?subject=Contacto desde https://empresite.eleconomista.es,administracionicanor@bigmat.es
291,"CERAMICAS OCHOA, S.L.",948131110,www.ceramicasochoa.com,ceramicasochoa@ceramicasochoa.com
292,"HIPOPOTAMO EUROPA, S.L.",976462222,www.hipopotamo.com,recepcion@hipopotamo.com
293,"FRANK KEERL, S.A.",934228100,www.frankkeerl.com,info@frankeerl.com
294,"BERNAT PETRUS, S.L.",971356716,www.bernatpetrus.com,info@bernatpetrus.com
295,"SAIGA APLICACIONS HIDRAULIQUES, S.L.",972671999,www.saiga.es,saiga@saiga.es
296,"VALQUI, S.A.",976126018,www.valquisa.es,valquisa@valquisa.es
297,"FORMIGONS GIRONA, S.A.",972011011,mailto:comercial@betonc.com?subject=Contacto desde https://empresite.eleconomista.es,comercial@betonc.com
298,"CERAMICAS YECLA, S.A.",968751450,mailto:cyecla@bigmat.es?subject=Contacto desde https://empresite.eleconomista.es,cyecla@bigmat.es
299,"ELECTRO MURCIA, S.A.",968889800,mailto:electromurcia@electromurcia.com?subject=Contacto desde https://empresite.eleconomista.es,electromurcia@electromurcia.com
300,"BEARZUN, S.A.",948504139,www.bearzun.com,administracion@bearzun.com
301,"EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.",915168581,www.emvs.es,comunicacion@emvs.es
302,"ARGILA, S.A.",932153132,www.argilasa.com,argila@argilasa.com
303,"BRESCO Y BLASI, S.A.",933024786,www.brescoyblasi.com,info@brescoyblasi.com
304,"PUIGFEL, S.A.",935864644,www.grup-puigfel.com,puigfel@puigfelsa.es
305,"GIRONELLA, S.A.",not found,mailto:info@gironellamaterial.com?subject=Contacto desde https://empresite.eleconomista.es,info@gironellamaterial.com
306,"CARMONA E HIJOS, S.A.",972378282,www.carmonaehijos.es,info@carmonaehijos.es
307,"MATERIALES CONSAN, S.A.",938321348,mailto:consan@bigmat.es?subject=Contacto desde https://empresite.eleconomista.es,consan@bigmat.es
308,"GRAU LUMINOTECNIA, S.A.",933257611,www.grauluminotecnia.com,info@grauluminotecnia.com
309,"GESTORA VERTICE DE INVERSIONES, S.L.",not found,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
310,"BECA INMOBILIARIA, S.A.",954628202,www.bekinsa.es,bequinsa@bequinsa.com
311,"IBERICA DE MADERAS Y AGLOMERADOS, S.A.",915763089,mailto:iberica.maderas@ibericamaderas.com?subject=Contacto desde https://empresite.eleconomista.es,iberica.maderas@ibericamaderas.com
312,"POLSANDO, S.L.",955724193,www.polsando.com,clientes@polsando.com
313,"SANAZUL, S.L.",961546038,www.sanazul.es,administracion@sanazul.es
314,"SANEAMIENTOS ONDARROA, S.L.",946832040,www.saneamientosondarroa.com,almacen@saneamientosondarroa.com
315,"JUAN PRIETO E HIJOS, S.L.",957177270,mailto:juanprieto@bigmat.es?subject=Contacto desde https://empresite.eleconomista.es,juanprieto@bigmat.es
316,"IGARTUA, S.L.",943721160,www.igartua.com,igartua@igartua.com
317,"URBIL ETXEGINTZAKO MATERIALAK, S.L.",943889534,www.bigmat.es,urbil@bigmat.es
318,"AZULEJOS DEL VADO, S.L.",959301777,www.azulejosdelvado.es,informacion@azulejosdelvado.es
319,"AZULEJOS Y PAVIMENTOS PEGALAJAR MORAL, S.L.",953410515,www.azulejospegalajarmoral.com,azulejospegalajarmoral@gmail.com
320,"GRES DENIA, S.L.",966423252,www.gresdenia.com,vicente@glassdelmediterraneo.com
321,"CONSTRUCCION MODERNA, S.L.",971427587,www.construccionmoderna.com,info@construccionmoderna.com
322,"GRES BABILONI, S.L.",964321525,www.gresbabiloni.com,materiales@gresbabiloni.com
323,"TRESENS E HIJOS, S.A.",935646100,mailto:tresens@tresens.com?subject=Contacto desde https://empresite.eleconomista.es,tresens@tresens.com
324,"MATELECSA, S.A.",937572600,www.matelecsa.com,mataro@matelecsa.com
325,"MATERIALS HOMS, S.A.",935559753,www.materialshoms.cat,administracio@materialshoms.cat
326,"ANTONI PONT, S.L.",968753673,http://www.pontepapelpintado.es,not found
327,"COFRELEC GRANOLLERS, S.L.",938706088,mailto:cofrelec@cofrelecgranollers.com?subject=Contacto desde https://empresite.eleconomista.es,cofrelec@cofrelecgranollers.com
328,"NORD ARBONA, S.L.",971436333,www.arbonapiza.com,mireia.arbona@arbonapiza.com
329,"HERBELCA, S.L.",963182216,www.herbelca.es,comercial@herbelca.com
330,"TERRAZOS CAMPANILLAS, S.L.",952626385,www.terrazoscampanillas.com,contabilidad2@todoconstruccion.com
331,"MATERIALS ALT URGELL, S.L.",973350866,mailto:mausl@mausl.cat?subject=Contacto desde https://empresite.eleconomista.es,mausl@mausl.cat
332,"AZULEJOS MILLADOIRO, S.L.",981520280,mailto:azulejosm@mundo-r.com?subject=Contacto desde https://empresite.eleconomista.es,azulejosm@mundo-r.com
333,"CONSERV. APARATOS ELEVADORES EXPRESS, S.L.",913814017,www.ascensoresexpress.com,info@expresselevadores.com
334,"ETXEGINTZAKO MATERIALAK APAIN, S.L.",943880077,mailto:apain@apain-sl.com?subject=Contacto desde https://empresite.eleconomista.es,apain@apain-sl.com
335,"MUGABURU, S.L.",943635347,www.mugaburu.com,mugaburu@mugaburu.com
336,"COPCISA PROMO, S.L. - GRUPO",not found,mailto:copcisacoorp@copcisacoorp.com?subject=Contacto desde https://empresite.eleconomista.es,copcisacoorp@copcisacoorp.com
337,"COMERCIAL ORBEL, S.A.",964560023,www.orbel.eu,amelia@orbelgrupo.com
338,"MATERIALS PER LA CONSTRUCCIO MJB, S.L.",938411074,mailto:info@mjbsl.com?subject=Contacto desde https://empresite.eleconomista.es,info@mjbsl.com
339,"CERAMICAS ALCASA, S.L.",964626211,www.alcasa.net,ceramicas@alcasa.com.es
340,"ALIAZUL, S.L.",965893295,www.bigmataliazul.es,info@bigmataliazul.es
341,"JOSE GUARNER, S.L.",962441212,www.guarner.es,oficinas@guarner.es
342,"CONSTRUCTORA PALMACAN, S.L.",928227375,www.granhotelcostadelsol.com,clientes@granhotelcostadelsol.com
343,"GERSAL, S.A.",972401552,www.gersal.com,info@gersal.com
344,"SULIAR, S.A.",971630437,www.suliar.com,mtrias@suliar.com
345,"JERONIMO GOMEZ MONTIEL, S.L.",968770381,www.azulejosjgomez.es,jgomez@bigmat.es
346,"RELACIONS ELECTRIQUES, S.A.",937352128,www.relectric.net,relectric@relectric.es
347,"ANTONIO CANTALEJO, S.A.",956343908,mailto:info@cantalejo.eu?subject=Contacto desde https://empresite.eleconomista.es,info@cantalejo.eu
348,"MASGUAIT, S.L.",971650123,mailto:masguait@yahoo.es?subject=Contacto desde https://empresite.eleconomista.es,masguait@yahoo.es
349,"MADERAS SANTANA, S.L.",922302420,www.maderassantana.com,maderas@grupo-santana.com
350,"TORVISCO ZONA CENTRO, S.L.",916424845,www.torviscocentro.com,info@torviscocentro.com
351,"HIERROS FUERTEVENTURA, S.A.",928851162,www.inpescasa.com,grupoinpescasa@inpescasa.com
352,"MORTEROS BIZKOR, S.L.",944872200,www.morterosbizkor.com,ignacio.solans@lemona.com
353,"COSME HERREROS E HIJOS, S.L.",916580039,mailto:chehijos@telefonica.net?subject=Contacto desde https://empresite.eleconomista.es,chehijos@telefonica.net
354,"CERBEL SUMINISTROS, S.L.",968643358,www.cerbel.es,cerbel@cerbel.es
355,"PAVIMUR, S.L.",968687609,www.pavimur.es,compras@pavimur.es
356,"ELOLA, S.L.",917475068,www.elola.es,elola@elola.es
357,"MANUEL ROSSI E HIJOS, S.L.",956251145,mailto:info@saneamientosrossi.com?subject=Contacto desde https://empresite.eleconomista.es,info@saneamientosrossi.com
358,"RIPERFER, S.L.",981810464,mailto:ferreteria@riperfer.es?subject=Contacto desde https://empresite.eleconomista.es,ferreteria@riperfer.es
359,"CECILIO ALONSO, S.L.",949221709,www.cecilioalonso.com,info@cecilioalonso.com
360,"SUMINISTROS Y CONSTRUCCIONES SUSAVI, S.L.",966742594,www.susavi.com,info@susavi.com
361,"JOSE MARIA CAMACHO DIAZ, S.L.",953560564,www.bigmat.es,camacho@bigmat.es
362,"SANEAMIENTOS PARRA TUDELA, S.L.",968352525,www.saneamientosparra.es,comercial@saneamientosparra.es
363,"ALMUD, S.L.",957432553,https://exportadores.cesce.es/exportaciones-almud,not found
364,"ENRIQUE AGUIRRE, S.L.",950460451,www.bigmat.es,enriqueaguirresl@gmail.com
365,"BADALONA GRES, S.L.",934658282,www.badagres.com,info@badagres.com
366,"PAVIMENTOS LOYMAR, S.L.",958421358,www.loymargranada.com,pavimentosloymar@hotmail.com
367,"J.MAINE COTO, S.L.",957747021,www.coto.pro,araceliarevalo@coto.pro
368,"GESTIO I SERVEIS TRADE CENTER, S.A.",935088125,www.gisairports.com,recepcion@gistc.es
369,"PIVITA, S.A.",971263714,www.pivita.es,pivita@pivita.es
370,"MATERIALES DE CONSTRUCCION LA TOMA, S.L.",952877613,www.bigmat.es,latomasl@yahoo.es
371,"TUYSER, S.A.",958522467,www.constructoratuyser.com,administracion@tuyser.com
372,"SALTOKI ARABA, S.A.",945123888,www.saltoki.com,alava@saltoki.es
373,"SPLITMANIA MURCIA, S.L.",968979246,www.splitmania.com,julian.garcia@splitmania.net
374,"TECNICAL ANOIA, S.A.",938066262,mailto:igualada@tecnical.cat?subject=Contacto desde https://empresite.eleconomista.es,igualada@tecnical.cat
375,"LLANES, S.A. DE CONSTRUCCIONES",968245150,mailto:llanes@llanessa.com?subject=Contacto desde https://empresite.eleconomista.es,llanes@llanessa.com
376,"EXCAVACIONS VILA VILA, S.A.",938764444,www.vilavila.com,info@vilavila.com
377,"CONSTRUCCIONES Y AISLAMIENTOS JUDAS, S.L.",935444522,www.cyajudas.com,info@cyajudas.com
378,"CRUZ Y ORTIZ ARQUITECTOS, S.L.",954502825,www.cruzyortiz.com,info@cruzyortiz.com
379,"POLVERO JEROMA, S.L.",954770937,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
380,"COMERCIAL RIBERA LAMEIRO, S.L.",973690063,www.comercialribera.com,info@pretensadosribera.com
381,"COMERCIAL VALMON, S.A.",973501020,www.comercialvalmon.com,sandra@comercialvalmon.com
382,"TALLERES MECANICOS LERA, S.A.",943552150,www.tallereslera.com,nuria@tallereslera.com
383,"COMERCIAL DEL BAGES RIVERO, S.L.",938788750,www.materialsrivero.com,rivero@grupobdb.com
384,"R5R PROMOCIONS, S.L.",934742244,www.r5r.es,r5r@r5r.es
385,"DICTAMENES EMPRESARIALES, S.A.",965145277,www.sginmuebles.com,diemsa@diemsa.es
386,"INMOBILIARIA ORIO TXOKO TXIKI, S.L.",943894433,www.inmobiliariaorio.com,javi@inmobiliaria-orio.com
387,"ESCAYOLAS DEL SEGURA, S.L.",968781189,www.bigmat.es,esegura@bigmat.es
388,"SANEAMIENTOS MONTEJICAR, S.L.",not found,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
389,"GALDAKCER, S.A.",944575575,www.jorgefernandez.es,bizkaia@jfgrupo.es
390,"LLOGUER DE MAQUINARIA PONS DE VALL, S.L.",937597486,mailto:administracion@ponsdevall.cat?subject=Contacto desde https://empresite.eleconomista.es,administracion@ponsdevall.cat
391,"PREFABRICADOS DUERO, S.L.",980690775,not found,not found
392,"PROES CONSULTORES, S.A.",913454565,www.proes.es,proes@proes.es
393,"DESARROLLOS Y PROYECTOS POLO, S.L.",976342416,www.desarrollosyproyectospolo.es,info@dtpolo.es
394,"ESTUDIO SERTA ARQUITECTOS, S.L.",915191801,www.serta.es,serta@serta.es
395,"ELECTROTESLA ALICANTE, S.A.",966083100,www.electrotesla.com,electrotesla@electrotesla.com
396,"BRICOSANABRIA, S.L.",980623075,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
397,"AZULEJOS VICAR, S.L.",not found,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
398,"ALFRIGO PROYECTOS Y REPRESENTACIONES, S.L.",944454600,www.grupohdf.com,info@alfrigo.com
399,"SISTEMAS TIEMME, S.L.",961417570,www.tiemme.com,tiemme.sistemas@tiemme.com
400,"ESTEL IBERICA, S.A.",934517077,www.esteliberica.com,atencioncliente@esteliberica.com
401,"ALDES VENTICONTROL, S.A.",914282012,www.aldes.es,info@aldes.com
402,"TORRES SANMIQUEL PINTURES, S.A.",973500499,www.comercialtorres.com,pintures@comercialtorres.com
403,"GRICO, S.L.",933309818,www.gricosa.com,gricosa@gricosa.com
404,"SUNPOWER ENERGY SYSTEMS SPAIN, S.L.",917820746,mailto:solaresp@sunpowercorp.com?subject=Contacto desde https://empresite.eleconomista.es,solaresp@sunpowercorp.com
405,"PIRINENCA SERVEI ELECTRIC, S.L.",972141032,www.pserveielectric.com,info@pserveielectric.com
406,"EDDEA ARQUITECTURA Y URBANISMO, S.L. - GRUPO",954287040,www.eddea.es,eddea@eddea.es
407,"INSTALACIONES DE CALA DE LUZ, S.L.",959191364,mailto:administracion@incalus.es?subject=Contacto desde https://empresite.eleconomista.es,administracion@incalus.es
408,"SPLITMANIA SEVILLA PISA, S.L.",954306927,www.splitmania.com,mariadolores.jimenez@splitmania.net
409,"EUROPEA DE MATERIALS EURO MAT, S.L.",938502656,www.euromat.cat,gleva@euro-mat.es
410,"MATERIALS I TRANSPORTS COLL, S.L.",972264000,www.collolot.com,collolot@collolot.com
411,"LOMAQ MAQUINARIA, S.L.",976186927,www.lomaq.es,earenas@lomaq.maquinaria.es
412,"SESAELEC LLEIDA, S.A.",932250405,www.sesaelec.com,lleida@sesaelec.com
413,"BRICOLAFER, S.L.",968201684,www.bricofermin.com,info@bricofermin.net
414,"SALTOKI CORNELLA, S.A.",932968117,www.saltoki.com,barcelona@saltoki.es
415,"SINOSMAR, S.L.",not found,mailto:sinosmar@hotmail.es?subject=Contacto desde https://empresite.eleconomista.es,sinosmar@hotmail.es
416,"CRILOSA, S.A.",938358129,www.crilosa.com,crilosa@crilosa.com
417,"ALBERTO TORT, S.L.",964711120,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
418,"COMERCIAL SANTA CILIA, S.L.",974363422,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
419,"MATERIALES Y TRANSPORTES ESPORLAS, S.L.",971619100,mailto:vitvidal@hotmail.com?subject=Contacto desde https://empresite.eleconomista.es,vitvidal@hotmail.com
420,"SINDUCOR, S.A.",916756062,www.sinducor.es,sinducor@sinducor.es
421,"TORVISCO LEVANTE, S.L.",962671078,www.torviscobanos.com,info@torviscolevante.com
422,"SUMIONUBA, S.L.",959237205,mailto:miguelangel@sumionuba.es?subject=Contacto desde https://empresite.eleconomista.es,miguelangel@sumionuba.es
423,"PINTURAS JOMIPINT, S.L.",912385359,mailto:pinturasjomipint@yahoo.es?subject=Contacto desde https://empresite.eleconomista.es,pinturasjomipint@yahoo.es
424,"SUBMINISTRES SANT JORDI, S.L.",977421421,www.gamma.es,subministres@santjordi.eu
425,"LA INSTALADORA DE SISTEMAS Y AISLAMIENTOS, S.L.",not found,mailto:c.roncero@urbal.es?subject=Contacto desde https://empresite.eleconomista.es,c.roncero@urbal.es
426,CENABASE S.L.,971699075,mailto:financiero@cresgar.com?subject=Contacto desde https://empresite.eleconomista.es,financiero@cresgar.com
427,"MATERIALS CASA ARIMANY, S.L.",938330117,www.casaarimany.com,direccio@casaarimany.com
428,"PINCASA, S.L.",914410315,mailto:clientes@pincasa.com?subject=Contacto desde https://empresite.eleconomista.es,clientes@pincasa.com
429,"ABEIRAR 2005, S.L.",881885555,mailto:jlvazquez@grupoabeirar.com?subject=Contacto desde https://empresite.eleconomista.es,jlvazquez@grupoabeirar.com
430,"NOVELEC CARRION, S.L.",972969195,www.novelec-electric.com,girones@gruponovelec.com
431,"NOVELEC RIONAVAR, S.L.",972969195,www.novelec-electric.com,girones@gruponovelec.com
432,"COMERCIAL ANTONIO BARREDA, S.L.",964441380,mailto:comabarreda@gmail.com?subject=Contacto desde https://empresite.eleconomista.es,comabarreda@gmail.com
433,"NOVELEC EGARA, S.L.",937343735,www.gruponovelec.com,egara@gruponovelec.com
434,"NOVELEC BERNESGA, S.L.",972969195,www.novelec-electric.com,girones@gruponovelec.com
435,"SINELEC EBRE, S.L.",977448199,www.gruposinelec.com,ebre@gruposinelec.com
436,"NOVELEC RIAS BAIXAS, S.L.",986348315,www.gruponovelec.com,riasbaixas@gruponovelec.com
437,"COMERCIAL DISBANY 1965, S.L.",971734550,www.disbany.com,bf@disbany.com
438,"MAGATZEM SES FORQUES, S.L.",971669268,www.sesforques.com,esmagatzem@sesforques.com
439,"NOVELEC FORUM, S.L.",972969195,www.novelec-electric.com,girones@gruponovelec.com
440,"AGRICAMPO VARO 2005, S.L.",not found,mailto:jmoyazafra@gamil.com?subject=Contacto desde https://empresite.eleconomista.es,jmoyazafra@gamil.com
441,"TRAUXIA, S.A.",914043208,www.trauxia.es,trauxia@trauxia.es
442,"CRONUS INDUSTRIAL, S.A.",961340526,www.cronus.es,administracion@cronus.es
443,"MATERIALS CAMP VELL, S.L.",936722600,mailto:info@materialscampvell.com?subject=Contacto desde https://empresite.eleconomista.es,info@materialscampvell.com
444,"MATERIALES SENTANO, S.L.",962550222,mailto:info@sentano.es?subject=Contacto desde https://empresite.eleconomista.es,info@sentano.es
445,"PEDRO CHOZAS, S.L.",not found,www.laschozas.es,not found
446,"FERRETERIA SAYEZ, S.C.P.",964414875,not found,not found
447,"FONTAELECTRIC TELLO, S.L.",937165018,www.fontaelectrictello.com,info@fontaelectrictello.com
448,"SUMINISTRES INDUSTRIALS DAG, S.A.",938617010,www.dagsa.com,dagsa@dagsa.com
449,"GIMENO SUMINISTROS INDUSTRIALES, S.A.",976355618,www.sigimeno.com,gimeno@sigimeno.com
450,"FERRETERIA POSTIGO, S.L.",952475942,www.ferreteriapostigo.com,info@ferreteriapostigo.com
451,"AEROPUERTOS OBRA CIVIL, S.A.",917669202,www.aocsa.es,aocsa@aocsa.es
452,"PUERTAS SANCAS, S.L.",not found,https://www.sancas.es/,puertassancas@puertassancas.com
453,"NEW MATELSA, S.L.",966656419,www.newmatelsa.com,matelsa@matelsa.com
454,"ALMACENES BARCHAFE, S.L.",953239219,www.barchafe.com,contabilidad@barchafe.com
455,"CABANERO, S.L.",966710305,www.cabanero.es,alvaro@cabanero.es
456,"SUMINISTROS INDUSTRIALES TODOMADERA, S.L.",964202322,www.todomadera.com,administracion@todomadera.com.es
457,"BRICO-MADERAS ALCAIDE, S.L.",952380055,www.bricomaderasalcaide.com,correo@maderasalcaide.com
458,"MATERIALS MIQUEL BAIX EMPORDA, S.L.",972642723,www.materialsmiquel.com,labisbal@materialsmiquel.com
459,"CONSTRUCCIONES LASUEN, S.A.",946814036,www.construccioneslasuen.com,clasuen@lasuen.com
460,"CONSTRUCCIONES PONTE AROSA, S.A.",934292770,www.ponte-arosa.com,ponte-arosa@ponte-arosa.com
461,"DURANTIA INFRAESTRUCTURAS, S.A.",915599922,not found,not found
462,"LANZAGRAVA, S.L.",928821574,www.lanzagrava.es,lanzagrava@lanzagrava.es
463,"METACENTRO CONSTRUCCIONES, S.L.",952824502,www.metacentro.es,admon@metacentro.es
464,"GESTASER OBRAS Y SERVICIOS, S.L.",965340568,not found,not found
465,"SANEXABIA SANEAMIENTOS, S.L.",965793364,www.sanexabia.es,info@sanexabia.com
466,"JUPEBA, S.L.",926909987,www.jupeba.es,ramon@jupeba.com
467,"GUILLEN INDUSTRIAS DE LA MADERA, S.A.",913516795,www.guillen-carpinteria.es,comercial@euroreverse.com
468,"SELMACON 2006, S.L.",947489725,mailto:raquel@selmacon.com?subject=Contacto desde https://empresite.eleconomista.es,raquel@selmacon.com
469,"ORTEGA SOLDADURA, S.L.",979165959,www.ortega-soldadura.com,raul@ortegasoldadura.com
470,"COMERCIAL BASTOS, S.L.",986299252,www.comercialbastos.com,ventas@comercialbastos.com
471,"CONTRATAS ABAMIA, S.A.",985791308,mailto:oficina@cabamia.com?subject=Contacto desde https://empresite.eleconomista.es,oficina@cabamia.com
472,"INSTALACIONES ELECTRICAS CAT, S.A.",972864477,www.iecat.es,iecat@iecat.es
473,"IGNACIO MANZANARES, S.L.",926222062,www.ignaciomanzanares.es,administracion@ignaciomanzanares.es
474,"INFRAESTRUCTURAS CONELSAN, S.A.",913294225,www.conelsan.es,conelsan@conelsan.es
475,"PROMOCIONES CENTROS Y PARQUES RESIDENCIALES, S.A.",913441602,www.filasa.es,filasa@filasa.es
476,"SPLITMANIA TOLEDO, S.L.",925586927,www.splitmania.com,splittoledo@splitmania.net
477,"BIGMAT CAYUELA, S.L.",927515198,www.bigmat.es,cayuela@bigmat.es
478,"FERASTUR, S.L.",985168001,www.ferastur.com,gijon@ferastur.com
479,"ESTABLECIMIENTOS ARDEIRO, S.L.",981600946,mailto:info@ardeiro.com?subject=Contacto desde https://empresite.eleconomista.es,info@ardeiro.com
480,"CONSTRUCCIONES Y OBRAS PUBLICAS DEL GUADIANA, S.A.",924810174,www.copugusa.com,administracion@copugusa.es
481,"AMBAR IMMOBILIARIA 2014, S.L.",not found,http://www.ambar.es,not found
482,"SUELNOR, S.L.",981757339,www.suelnor.com,suelnor@suelnor.com
483,"ORBE TELECOMUNICACIONES, S.L.",976300000,www.orbe.es,orbe@orbe.es
484,"MADERAS SIFER, S.A.",942369020,www.sifer.es,msiferconta@sifer.es
485,"EXPINMOBEL, S.A.",921462798,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
486,"VIS, S.A.",966718686,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
487,"PROMOTORA PUNTA LARGA, S.A.",922500146,mailto:contabilidad@ppuntalarga.com?subject=Contacto desde https://empresite.eleconomista.es,contabilidad@ppuntalarga.com
488,"CONSTRUCCIONES J. LORENZO, S.L.",965822123,www.lorenzovaldes.com,inmabeneixama@hotmail.es
489,"SUMELCA, S.A.",924227244,www.sumelca.com,caceres@sumelca.com
490,"CERVIGLAS, S.L.",962526721,www.cerviglas.com,info@cerviglas.com
491,"FRANCISCO SOBRADO VILLARINO E HIJOS, S.L.",988460619,mailto:sobradovillarino@hotmail.com?subject=Contacto desde https://empresite.eleconomista.es,sobradovillarino@hotmail.com
492,"CONSTRUCCIONES LASOR, S.L.",952364949,www.lasor.es,tecnico@lasor.es
493,"INCOELEC JAEN, S.L.",953239266,www.incoelecjaen.es,administracion@incoelecjaen.es
494,"BELLAPART, S.A.",972275001,mailto:bellapart@bellapart.com?subject=Contacto desde https://empresite.eleconomista.es,bellapart@bellapart.com
495,"ANIBAL-REYMA, S.L.",987390119,www.anibalreyma.com,remolques@anibalreyma.com
496,"SANEAMIENTOS RIGA, S.L.",982211372,www.rigasl.com,rigasl@rigasl.com
497,"ROCACERO COMERCIAL, S.L.",942891066,www.rocacero.es,stardio@rocacero.es
498,"CORRALO, S.L.",949376669,www.corralo.es,info@corralo.es
499,"PROMOCIONES GAVAIR, S.L.",966613105,www.promocionesgavair.com,info@promocionesgavair.com
500,"LANNEMAN, S.L.",918084951,www.lanneman.com,info@lanneman.com
501,"ALMACENES ACERO, S.A.",927322442,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
502,"MATERIAL DE CONSTRUCCION EL MUNDO, S.L.",965493805,www.mcelmundo.com,matelmundo@mcelmundo.com
503,"CORPLAMA, S.L.L.",881167946,www.corplama.com,corplama@corplama.com
504,"CARRILLO ATOGAS, S.L.",925764094,www.carrillo.biz,comercial@carrilloatogas.es
505,"SUELBA GRUP, S.L.",932808701,www.suelba.com,badalona@suelba.com
506,"AZUMARA, S.L.",950420331,mailto:azumara@hortigosamartinez.es?subject=Contacto desde https://empresite.eleconomista.es,azumara@hortigosamartinez.es
